Timestamp,Substation Name,Substation Number,Transformer,Reading Type,MVA,MVAr,MW,kV
2022-04-01 16:30:00,Cardiff North 33kV,0,GT2,Import,24.876601456,3.83,24.58,0.0
2022-04-01 16:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.45
2022-04-01 17:00:00,Cardiff North 33kV,0,GT2,Demand,25.4992744995,3.83,25.21,0.0
2022-04-01 17:00:00,Cardiff North 33kV,0,GT2,Import,25.4992744995,3.83,25.21,0.0
2022-04-01 17:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.42
2022-04-01 17:30:00,Cardiff North 33kV,0,GT2,Demand,26.2212223209,3.83,25.94,0.0
2022-04-01 17:30:00,Cardiff North 33kV,0,GT2,Import,26.2212223209,3.83,25.94,0.0
2022-04-01 17:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.26
2022-04-01 18:00:00,Cardiff North 33kV,0,GT2,Demand,26.706062982,3.83,26.43,0.0
2022-04-01 18:00:00,Cardiff North 33kV,0,GT2,Import,26.706062982,3.83,26.43,0.0
2022-04-01 18:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.32
2022-04-01 18:30:00,Cardiff North 33kV,0,GT2,Demand,27.2944902865,4.26,26.96,0.0
2022-04-01 18:30:00,Cardiff North 33kV,0,GT2,Import,27.2944902865,4.26,26.96,0.0
2022-04-01 18:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.19
2022-04-01 19:00:00,Cardiff North 33kV,0,GT2,Demand,27.0454321467,3.85,26.77,0.0
2022-04-01 19:00:00,Cardiff North 33kV,0,GT2,Import,27.0454321467,3.85,26.77,0.0
2022-04-01 19:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.2
2022-04-01 19:30:00,Cardiff North 33kV,0,GT2,Demand,27.0369561896,3.79,26.77,0.0
2022-04-01 19:30:00,Cardiff North 33kV,0,GT2,Import,27.0369561896,3.79,26.77,0.0
2022-04-01 19:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.21
2022-04-01 20:00:00,Cardiff North 33kV,0,GT2,Demand,27.0176867996,3.65,26.77,0.0
2022-04-01 20:00:00,Cardiff North 33kV,0,GT2,Import,27.0176867996,3.65,26.77,0.0
2022-04-01 20:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.2
2022-04-01 20:30:00,Cardiff North 33kV,0,GT2,Demand,27.2158666957,3.65,26.97,0.0
2022-04-01 20:30:00,Cardiff North 33kV,0,GT2,Import,27.2158666957,3.65,26.97,0.0
