substation,technology,capacity_mw,curtailment_pct,binding_branch,confidence,confidence_reason,model_residual_mw,pel_mw,residual_pct_of_pel,model_residual_std,model_max_residual
WNYP,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
WNYP,BESS,10,0.45,EBBW3_6L5->WNYP3_#1L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,37.038,,,
WNYP,BESS,20,1.04,EBBW3_6L5->WNYP3_#1L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,37.038,,,
WNYP,BESS,30,1.79,EBBW3_6L5->WNYP3_#1L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,37.038,,,
WNYP,BESS,50,18.33,EBBW3_6L5->WNYP3_#1L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,37.038,,,
ABAE,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABAE,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABAE,PV,20,6.02,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,PV,30,19.76,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,PV,50,40.02,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABAE,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABAE,Wind,20,5.03,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,Wind,30,20.04,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,Wind,50,41.77,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABAE,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABAE,BESS,20,21.76,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,BESS,30,34.8,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABAE,BESS,50,46.22,ABAE3_1L3->LLAN3_2L5,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,11.546,,,
ABDA,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABDA,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABDA,PV,20,0.47,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,PV,30,7.98,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,PV,50,26.48,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABDA,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABDA,Wind,20,0.8,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,Wind,30,8.95,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,Wind,50,29.52,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABDA,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABDA,BESS,20,7.73,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,BESS,30,25.05,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABDA,BESS,50,39.38,ABDA3_2L5->HIRW3_6L5,Moderate,Branch active (mean 5.2 MW) but no generation residual available,,15.134559996261004,,,
ABEC,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABEC,PV,10,0.09,HIRW3_2L5->HNDR3T,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.418392830128434,,,
ABEC,PV,20,3.41,HIRW3_2L5->HNDR3T,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.418392830128434,,,
ABEC,PV,30,9.4,HIRW3_2L5->HNDR3T,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.418392830128434,,,
ABEC,PV,50,23.52,HIRW3_2L5->HNDR3T,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.418392830128434,,,
ABEC,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABEC,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABEC,Wind,20,0.2,ABEC3_2L5->TRAV3_#1L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,22.749,,,
ABEC,Wind,30,5.81,ABEC3_2L5->TRAV3_#1L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,22.749,,,
ABEC,Wind,50,23.63,ABEC3_2L5->TRAV3_#1L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,22.749,,,
ABEC,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ABEC,BESS,10,0.01,HIRW3_2L5->HNDR3T,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.418392830128434,,,
ABEC,BESS,20,1.04,ABEC3_2L5->TRAV3_#1L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,22.749,,,
ABEC,BESS,30,16.95,ABEC3_2L5->TRAV3_#1L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,22.749,,,
ABEC,BESS,50,34.64,HIRW3_2L5->HNDR3T,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,10.418392830128434,,,
ABYS,PV,5,3.25,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,PV,10,3.67,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,PV,20,4.57,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,PV,30,5.56,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,PV,50,8.95,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,Wind,5,11.07,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,Wind,10,12.42,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,Wind,20,15.21,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,Wind,30,18.48,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,Wind,50,27.97,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,BESS,5,8.8,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,BESS,10,11.06,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,BESS,20,15.24,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,BESS,30,19.75,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ABYS,BESS,50,31.05,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,PV,5,3.25,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,PV,10,3.67,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,PV,20,4.56,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,PV,30,5.54,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,PV,50,8.74,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,Wind,5,11.04,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,Wind,10,12.36,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,Wind,20,15.08,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,Wind,30,18.19,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,Wind,50,27.3,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,BESS,5,8.78,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,BESS,10,11.02,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,BESS,20,15.15,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,BESS,30,19.53,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ADVY,BESS,50,30.56,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
ALCO,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,PV,50,0.04,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
ALCO,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,Wind,50,0.35,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
ALCO,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
ALCO,BESS,30,0.18,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
ALCO,BESS,50,3.54,GOWE1_113->GOWE3_#1T0,Moderate,Branch active (mean 6.0 MW) but no generation residual available,,45.0,,,
Ammanford,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,PV,50,0.54,AMMA3_#2T0->AMMA1_#210,High,Residual 2.1 MW = 3% of PEL (60 MW). Model well-validated.,-2.063910113472312,60.0,3.43985018912052,2.788590680907576,10.711579236777796
Ammanford,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,Wind,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,BESS,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Ammanford,BESS,50,0.11,AMMA3_#2T0->AMMA1_#210,High,Residual 2.1 MW = 3% of PEL (60 MW). Model well-validated.,-2.063910113472312,60.0,3.43985018912052,2.788590680907576,10.711579236777796
BISH,PV,5,0.29,UU19E->SWAW1_MAIN1,Moderate,Branch active (mean 15.6 MW) but no generation residual available,,125.747,,,
BISH,PV,10,6.2,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,PV,20,26.98,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,PV,30,41.05,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,PV,50,57.42,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,Wind,5,0.02,UU19E->SWAW1_MAIN1,Moderate,Branch active (mean 15.6 MW) but no generation residual available,,125.747,,,
BISH,Wind,10,0.52,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,Wind,20,18.06,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,Wind,30,35.35,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,Wind,50,55.35,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,BESS,5,0.1,UU19E->SWAW1_MAIN1,Moderate,Branch active (mean 15.6 MW) but no generation residual available,,125.747,,,
BISH,BESS,10,5.72,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,BESS,20,32.95,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,BESS,30,43.11,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BISH,BESS,50,61.78,SWAW3_#10L5->52L6001P11,Moderate,Branch active (mean 1.7 MW) but no generation residual available,,26.635,,,
BLAP,PV,5,0.12,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,PV,10,2.31,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,PV,20,12.25,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,PV,30,22.55,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,PV,50,37.97,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BLAP,Wind,10,0.03,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,Wind,20,0.85,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,Wind,30,5.62,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,Wind,50,24.43,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,BESS,5,0.0,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,BESS,10,0.24,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,BESS,20,3.68,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
BLAP,BESS,30,21.08,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BLAP,BESS,50,37.86,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BRID,PV,5,0.05,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,PV,10,2.61,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,PV,20,15.19,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,PV,30,27.14,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,PV,50,43.54,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
BRID,Wind,10,0.02,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,Wind,20,2.2,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BRID,Wind,30,13.23,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BRID,Wind,50,34.57,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BRID,BESS,5,0.0,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,BESS,10,0.4,BRID3_2L9->BRID3_2L5,Moderate,Branch active (mean 2.4 MW) but no generation residual available,,19.148,,,
BRID,BESS,20,12.72,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BRID,BESS,30,28.97,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BRID,BESS,50,43.05,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
BWST,PV,5,3.26,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,PV,10,3.71,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,PV,20,4.62,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,PV,30,5.67,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,PV,50,9.32,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,Wind,5,11.0,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,Wind,10,12.28,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,Wind,20,14.86,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,Wind,30,17.74,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,Wind,50,26.42,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,BESS,5,8.84,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,BESS,10,11.11,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,BESS,20,15.35,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,BESS,30,19.82,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
BWST,BESS,50,31.72,ABYS1_213->ABYS3_2T0,Moderate,Branch active (mean 8.2 MW) but no generation residual available,,60.0,,,
Briton Ferry,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,PV,50,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,Wind,50,0.0,BRIF3_#1T0->BRIF1_113,Moderate,Residual 12.3 MW = 14% of PEL (90 MW). Estimate directionally correct.,-12.268453673119636,90.0,13.631615192355152,5.4034663451966285,31.041904829931973
Briton Ferry,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,BESS,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
Briton Ferry,BESS,50,0.01,BRIF3_#1T0->BRIF1_113,Moderate,Residual 12.3 MW = 14% of PEL (90 MW). Estimate directionally correct.,-12.268453673119636,90.0,13.631615192355152,5.4034663451966285,31.041904829931973
CARG,PV,5,0.04,LLAN3_1L5->BLAP3_3L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,19.148,,,
CARG,PV,10,1.85,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,PV,20,15.92,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,PV,30,29.25,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,PV,50,46.81,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
CARG,Wind,10,0.05,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,Wind,20,5.37,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,Wind,30,20.15,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,Wind,50,41.88,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,BESS,5,0.0,BRID3_4L5->CARG3_1L3,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,17.147,,,
CARG,BESS,10,0.49,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,BESS,20,21.5,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,BESS,30,34.77,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CARG,BESS,50,47.37,LWND3T->58L5303P19,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,7.297588952327907,,,
CLAS,PV,5,21.4,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,PV,10,21.62,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,PV,20,29.34,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,PV,30,40.04,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,PV,50,54.59,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,Wind,5,42.21,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,Wind,10,43.1,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,Wind,20,45.85,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,Wind,30,52.03,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,Wind,50,63.14,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,BESS,5,35.89,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,BESS,10,37.03,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,BESS,20,48.23,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,BESS,30,56.43,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
CLAS,BESS,50,63.71,CLAS3_#2L5->SWAN3_10L5,Moderate,Branch active (mean 6.2 MW) but no generation residual available,,11.943547368208472,,,
COMS,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,PV,30,0.13,BRIF3_#9L5->BRFT31,Moderate,Branch active (mean 4.1 MW) but no generation residual available,,22.749,,,
COMS,PV,50,9.35,BRIF3_#9L5->BRFT31,Moderate,Branch active (mean 4.1 MW) but no generation residual available,,22.749,,,
COMS,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
COMS,Wind,30,0.03,BRIF3_#9L5->BRFT31,Moderate,Branch active (mean 4.1 MW) but no generation residual available,,22.749,,,
COMS,Wind,50,9.59,BRIF3_#9L5->BRFT31,Moderate,Branch active (mean 4.1 MW) but no generation residual available,,22.749,,,
COMS,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
