substation,technology,capacity_mw,curtailment_pct,binding_branch,confidence,confidence_reason,model_residual_mw,pel_mw,residual_pct_of_pel,model_residual_std,model_max_residual
LLDO,BESS,30,11.74,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
LLDO,BESS,50,31.38,LLDO3_2L3->CARW3_#5L5,Moderate,Branch active (mean 7.2 MW) but no generation residual available,,25.207,,,
PENA,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
PENA,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
PENA,PV,20,0.0,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,PV,30,0.99,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,PV,50,13.88,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
PENA,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
PENA,Wind,20,0.01,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,Wind,30,0.58,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,Wind,50,14.01,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
PENA,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
PENA,BESS,20,0.27,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,BESS,30,10.55,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
PENA,BESS,50,30.68,PENA3_#2L5->LLDO3_1L3,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,25.207,,,
SMOR,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
SMOR,PV,10,0.0,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,PV,20,0.08,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,PV,30,3.9,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,PV,50,21.17,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
SMOR,Wind,10,0.09,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,Wind,20,0.44,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,Wind,30,4.76,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,Wind,50,23.45,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,BESS,5,0.07,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,BESS,10,1.07,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,BESS,20,3.06,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,BESS,30,21.73,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
SMOR,BESS,50,37.56,BRHI3_#6L5->SMOR3_#5L5,Very Low,Branch reads zero 96% of time — likely disconnected or unmonitored,,20.92,,,
TRGF,PV,5,5.21,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,PV,10,5.64,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,PV,20,8.13,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,PV,30,13.61,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,PV,50,25.5,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,Wind,5,0.73,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,Wind,10,0.8,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,Wind,20,1.27,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,Wind,30,2.25,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,Wind,50,14.37,TRGF3_#1L5->TRGF3_4L9,Low,Branch reads zero 58% of time — intermittent monitoring,,28.865,,,
TRGF,BESS,5,0.99,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,BESS,10,1.37,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,BESS,20,3.34,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRGF,BESS,30,10.85,TRGF3_#1L5->TRGF3_4L9,Low,Branch reads zero 58% of time — intermittent monitoring,,28.865,,,
TRGF,BESS,50,31.47,51L7074P26->51L7074P65,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,18.81271018061619,,,
TRPK,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
TRPK,PV,10,4.98,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,PV,20,27.26,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,PV,30,41.41,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,PV,50,57.26,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
TRPK,Wind,10,3.53,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,Wind,20,26.43,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,Wind,30,42.4,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,Wind,50,59.65,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,BESS,5,0.26,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,BESS,10,17.11,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,BESS,20,36.48,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,BESS,30,48.01,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
TRPK,BESS,50,65.8,CARC3_#7L5->TRPK3_#5L5,Moderate,Branch active (mean 31.9 MW) but no generation residual available,,42.925,,,
WHTN,PV,5,2.61,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,PV,10,5.08,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,PV,20,16.56,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,PV,30,27.57,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,PV,50,43.39,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,Wind,5,0.25,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,Wind,10,0.39,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,Wind,20,1.78,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,Wind,30,9.31,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,Wind,50,29.74,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,BESS,5,0.36,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,BESS,10,0.92,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,BESS,20,8.86,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,BESS,30,26.14,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WHTN,BESS,50,41.54,BRHI3_#1L5->51L7074P26,Moderate,Branch active (mean 2.2 MW) but no generation residual available,,25.264,,,
WOOD,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,PV,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,PV,50,0.55,CARW3_#1L5->WOOD3_#3L5,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,10.15234009290014,,,
WOOD,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,Wind,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,Wind,30,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,Wind,50,4.26,CARW3_#1L5->WOOD3_#3L5,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,10.15234009290014,,,
WOOD,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,BESS,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,BESS,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
WOOD,BESS,30,0.03,CARW3_#1L5->WOOD3_#3L5,Moderate,Branch active (mean 1.4 MW) but no generation residual available,,10.15234009290014,,,
WOOD,BESS,50,19.98,TAFF3T2->CARC3_#3L5,Moderate,Branch active (mean 1.6 MW) but no generation residual available,,12.675722792763985,,,
BRAW,PV,5,17.33,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BRAW,PV,10,18.03,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BRAW,PV,20,25.6,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,PV,30,36.37,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,PV,50,51.67,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,Wind,5,1.53,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BRAW,Wind,10,1.59,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BRAW,Wind,20,9.08,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,Wind,30,24.66,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,Wind,50,45.85,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,BESS,5,1.98,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BRAW,BESS,10,2.4,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BRAW,BESS,20,24.73,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,BESS,30,37.31,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BRAW,BESS,50,50.85,BRAW3_1L5->HAVE3_6L5,Moderate,Branch active (mean 3.5 MW) but no generation residual available,,4.852799999999999,,,
BROF,PV,5,17.32,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,PV,10,17.88,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,PV,20,20.86,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,PV,30,28.07,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
BROF,PV,50,42.59,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
BROF,Wind,5,1.5,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,Wind,10,1.56,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,Wind,20,3.56,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
BROF,Wind,30,14.49,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
BROF,Wind,50,35.21,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
BROF,BESS,5,1.99,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,BESS,10,2.08,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
BROF,BESS,20,13.7,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
BROF,BESS,30,29.92,TENB3T->BROF3_1L5,Moderate,Branch active (mean 1.9 MW) but no generation residual available,,11.934555122565635,,,
BROF,BESS,50,43.18,60L117P468->HAVE3_8L5,Moderate,Branch active (mean 2.0 MW) but no generation residual available,,5.485288931172471,,,
FENT,PV,5,17.33,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,PV,10,18.1,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,PV,20,19.92,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,PV,30,22.43,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,PV,50,29.52,FENT3_#1L5->HAVE3_4L5,Low,Branch reads zero 51% of time — intermittent monitoring,,42.925,,,
FENT,Wind,5,1.53,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,Wind,10,1.57,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,Wind,20,1.7,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,Wind,30,2.04,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,Wind,50,4.7,FENT3_#1L5->HAVE3_4L5,Low,Branch reads zero 51% of time — intermittent monitoring,,42.925,,,
FENT,BESS,5,1.98,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,BESS,10,2.08,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,BESS,20,2.53,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,BESS,30,3.86,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FENT,BESS,50,19.16,FENT3_#1L5->HAVE3_4L5,Low,Branch reads zero 51% of time — intermittent monitoring,,42.925,,,
FISH,PV,5,17.32,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FISH,PV,10,18.01,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FISH,PV,20,22.32,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,PV,30,31.95,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,PV,50,47.53,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,Wind,5,1.53,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FISH,Wind,10,1.57,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FISH,Wind,20,6.82,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,Wind,30,21.26,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,Wind,50,42.66,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,BESS,5,1.98,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FISH,BESS,10,2.14,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
FISH,BESS,20,21.62,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,BESS,30,35.22,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
FISH,BESS,50,47.85,WTHY3T->60L908P47,Moderate,Branch active (mean 2.6 MW) but no generation residual available,,10.66043727799811,,,
Golden Hill,PV,5,17.45,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
Golden Hill,PV,10,18.06,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
Golden Hill,PV,20,19.72,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
Golden Hill,PV,30,22.43,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
Golden Hill,PV,50,30.52,NEYL3_1L5->WSFM3T,Moderate,Branch active (mean 1.1 MW) but no generation residual available,,7.030499999999999,,,
Golden Hill,Wind,5,3.06,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
Golden Hill,Wind,10,3.21,PEMB1T->MIFH1_603,Moderate,Branch active (mean 19.2 MW) but no generation residual available,,125.976,,,
