scenario,substation,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,curtailed_hours,binding_branch,exceeds_2000h,exceeds_1000h
SGT partial upgrade (+30% PEL),LILA,PV,20,0.96,213,22257,103,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),LILA,Wind,20,6.72,3400,50570,440,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),LILA,BESS,20,6.72,5433,80812,710,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),LLAY,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),LLAY,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),LLAY,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),LLCY,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),LLCY,Wind,20,0.0,0,50570,0,TIRJ3_#5L5->LLCY3_MAIN1,False,False
SGT partial upgrade (+30% PEL),LLCY,BESS,20,0.04,36,80812,19,TIRJ3_#5L5->LLCY3_MAIN1,False,False
SGT partial upgrade (+30% PEL),LLNT,PV,20,0.56,125,22257,66,LLNT3_#1L0->TROS3_#1L5,False,False
SGT partial upgrade (+30% PEL),LLNT,Wind,20,0.0,1,50570,0,LLNT3_#1L0->TROS3_#1L5,False,False
SGT partial upgrade (+30% PEL),LLNT,BESS,20,0.14,113,80812,58,LLNT3_#1L0->TROS3_#1L5,False,False
SGT partial upgrade (+30% PEL),LRHI,PV,20,3.56,793,22257,335,SWAT3T->TWAU3,False,False
SGT partial upgrade (+30% PEL),LRHI,Wind,20,1.0,503,50570,319,SWAT3T->TWAU3,False,False
SGT partial upgrade (+30% PEL),LRHI,BESS,20,11.78,9518,80812,2384,SWAT3T->TWAU3,True,True
SGT partial upgrade (+30% PEL),LWNI,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),LWNI,Wind,20,0.18,93,50570,94,RHOS3_2L5->LWNI3_1L3,False,False
SGT partial upgrade (+30% PEL),LWNI,BESS,20,0.76,611,80812,506,RHOS3_2L5->LWNI3_1L3,False,False
SGT partial upgrade (+30% PEL),Lampeter,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Lampeter,Wind,20,0.0,1,50570,0,LAMP3_2L5->LWNI3_2L3,False,False
SGT partial upgrade (+30% PEL),Lampeter,BESS,20,0.01,8,80812,2,LAMP3_2L5->LWNI3_2L3,False,False
SGT partial upgrade (+30% PEL),Llanarth,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Llanarth,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Llanarth,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),MACH,PV,20,0.94,208,22257,101,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),MACH,Wind,20,6.78,3428,50570,438,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),MACH,BESS,20,6.34,5125,80812,688,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),MAER,PV,20,0.29,64,22257,32,55L7040P11->TOWE3T,False,False
SGT partial upgrade (+30% PEL),MAER,Wind,20,9.14,4622,50570,878,MAER3_2L9->MAER3_#1L5,False,False
SGT partial upgrade (+30% PEL),MAER,BESS,20,5.27,4258,80812,821,MAER3_2L9->MAER3_#1L5,False,False
SGT partial upgrade (+30% PEL),MAES,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),MAES,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),MAES,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),MYND,PV,20,0.92,205,22257,100,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),MYND,Wind,20,6.66,3365,50570,428,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),MYND,BESS,20,6.28,5074,80812,678,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),NANG,PV,20,17.64,3925,22257,892,NANG3_#1L5->WGWB3_2L3,False,False
SGT partial upgrade (+30% PEL),NANG,Wind,20,8.39,4244,50570,1526,NANG3_#1L5->WGWB3_2L3,False,True
SGT partial upgrade (+30% PEL),NANG,BESS,20,26.77,21636,80812,2460,NANG3_#1L5->WGWB3_2L3,True,True
SGT partial upgrade (+30% PEL),NEVE,PV,20,7.15,1590,22257,432,BRID3_2L9->BRID3_2L5,False,False
SGT partial upgrade (+30% PEL),NEVE,Wind,20,0.4,203,50570,100,BRID3_2L9->BRID3_2L5,False,False
SGT partial upgrade (+30% PEL),NEVE,BESS,20,4.24,3429,80812,1414,LWND3T->58L5303P19,False,True
SGT partial upgrade (+30% PEL),NEWL,PV,20,12.99,2891,22257,673,W38_3S->NEWL3_1L3,False,False
SGT partial upgrade (+30% PEL),NEWL,Wind,20,1.78,901,50570,498,W38_3S->NEWL3_1L3,False,False
SGT partial upgrade (+30% PEL),NEWL,BESS,20,14.41,11645,80812,2460,W38_3S->NEWL3_1L3,True,True
SGT partial upgrade (+30% PEL),PCYL,PV,20,0.95,212,22257,102,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),PCYL,Wind,20,6.91,3492,50570,452,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),PCYL,BESS,20,6.46,5219,80812,704,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),PEND,PV,20,2.3,513,22257,272,CARM3_8L5->PEND3T,False,False
SGT partial upgrade (+30% PEL),PEND,Wind,20,4.83,2444,50570,834,CARM3_8L5->PEND3T,False,False
SGT partial upgrade (+30% PEL),PEND,BESS,20,11.54,9325,80812,2460,SPRI3->58L5296P162,True,True
SGT partial upgrade (+30% PEL),PGTN,PV,20,0.15,34,22257,40,TRAB3M->TRAV3_3L9,False,False
SGT partial upgrade (+30% PEL),PGTN,Wind,20,0.02,8,50570,15,TRAB3M->TRAV3_3L9,False,False
SGT partial upgrade (+30% PEL),PGTN,BESS,20,3.06,2474,80812,1582,TRAB3M->TRAV3_3L9,False,True
SGT partial upgrade (+30% PEL),PNTA,PV,20,0.17,37,22257,36,CYNH3->PONY3_#2L5,False,False
SGT partial upgrade (+30% PEL),PNTA,Wind,20,0.0,1,50570,3,CYNH3->PONY3_#2L5,False,False
SGT partial upgrade (+30% PEL),PNTA,BESS,20,0.97,780,80812,768,CYNH3->PONY3_#2L5,False,False
SGT partial upgrade (+30% PEL),PONA,PV,20,2.61,582,22257,271,PONA3_2L3->LAMP3_1L5,False,False
SGT partial upgrade (+30% PEL),PONA,Wind,20,0.01,7,50570,20,PONA3_2L3->LAMP3_1L5,False,False
SGT partial upgrade (+30% PEL),PONA,BESS,20,11.11,8977,80812,2425,PONA3_2L3->LAMP3_1L5,True,True
SGT partial upgrade (+30% PEL),POND,PV,20,0.16,35,22257,42,POND3_#1L5->TRAV3_#3L5,False,False
SGT partial upgrade (+30% PEL),POND,Wind,20,0.03,14,50570,20,POND3_#1L5->TRAV3_#3L5,False,False
SGT partial upgrade (+30% PEL),POND,BESS,20,3.03,2450,80812,1546,POND3_#1L5->TRAV3_#3L5,False,True
SGT partial upgrade (+30% PEL),PONY,PV,20,0.79,176,22257,102,FOSL3T->NEWL3_3L5,False,False
SGT partial upgrade (+30% PEL),PONY,Wind,20,0.0,0,50570,0,FOSL3T->NEWL3_3L5,False,False
SGT partial upgrade (+30% PEL),PONY,BESS,20,0.83,668,80812,614,PONY3_#1L5->52L7800P1,False,False
SGT partial upgrade (+30% PEL),RAVE,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),RAVE,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),RAVE,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),REDC,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),REDC,Wind,20,0.12,60,50570,15,WGWB3_1L3->58L1323P59M,False,False
SGT partial upgrade (+30% PEL),REDC,BESS,20,0.15,123,80812,39,WGWB3_1L3->58L1323P59M,False,False
SGT partial upgrade (+30% PEL),RGOS,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),RGOS,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),RGOS,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),RHYD,PV,20,1.08,240,22257,114,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),RHYD,Wind,20,6.72,3399,50570,458,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),RHYD,BESS,20,8.04,6494,80812,842,RHYD1_113->RHYD3_1T0,False,False
SGT partial upgrade (+30% PEL),Rhos,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Rhos,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Rhos,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),SOFI,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),SOFI,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),SOFI,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),STCL,PV,20,17.55,3907,22257,1004,CARM3_4L5->STCL3_MAIN1,False,True
SGT partial upgrade (+30% PEL),STCL,Wind,20,20.07,10149,50570,2346,CARM3_4L5->STCL3_MAIN1,True,True
SGT partial upgrade (+30% PEL),STCL,BESS,20,32.63,26365,80812,2460,CARM3_4L5->STCL3_MAIN1,True,True
SGT partial upgrade (+30% PEL),SWAU,PV,20,5.6,1247,22257,502,TSKT3_MAIN1->SWAU3_MAIN1,False,False
SGT partial upgrade (+30% PEL),SWAU,Wind,20,6.65,3364,50570,1231,TSKT3_MAIN1->SWAU3_MAIN1,False,True
SGT partial upgrade (+30% PEL),SWAU,BESS,20,23.53,19016,80812,2460,TSKT3_MAIN1->SWAU3_MAIN1,True,True
SGT partial upgrade (+30% PEL),Swansea North,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Swansea North,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Swansea North,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),Swansea West,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Swansea West,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Swansea West,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),TIMT,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),TIMT,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),TIMT,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),TREG,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),TREG,Wind,20,0.0,0,50570,0,LAMP3_2L5->LWNI3_2L3,False,False
SGT partial upgrade (+30% PEL),TREG,BESS,20,0.01,4,80812,2,LAMP3_2L5->LWNI3_2L3,False,False
SGT partial upgrade (+30% PEL),TREV,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),TREV,Wind,20,0.12,61,50570,15,WGWB3_1L3->58L1323P59M,False,False
SGT partial upgrade (+30% PEL),TREV,BESS,20,0.16,126,80812,39,WGWB3_1L3->58L1323P59M,False,False
SGT partial upgrade (+30% PEL),TSKT,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),TSKT,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),TSKT,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),TUMB,PV,20,0.01,2,22257,6,CRHA3_#1L5->TUMB3_3L5,False,False
SGT partial upgrade (+30% PEL),TUMB,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),TUMB,BESS,20,0.2,162,80812,307,CRHA3_#1L5->TUMB3_3L5,False,False
SGT partial upgrade (+30% PEL),TWYN,PV,20,0.95,211,22257,100,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),TWYN,Wind,20,6.88,3480,50570,450,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),TWYN,BESS,20,6.39,5161,80812,697,ABYS1_213->ABYS3_2T0,False,False
SGT partial upgrade (+30% PEL),Tir John,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Tir John,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Tir John,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),Trostre,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),Trostre,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Trostre,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),WAUN,PV,20,16.32,3633,22257,596,CLAS3_#2L5->SWAN3_10L5,False,False
SGT partial upgrade (+30% PEL),WAUN,Wind,20,29.44,14888,50570,2284,CLAS3_#2L5->SWAN3_10L5,True,True
SGT partial upgrade (+30% PEL),WAUN,BESS,20,28.84,23304,80812,2932,CLAS3_#2L5->SWAN3_10L5,True,True
SGT partial upgrade (+30% PEL),WESX,PV,20,0.02,4,22257,4,UPLT31->WESX3_MAIN1,False,False
SGT partial upgrade (+30% PEL),WESX,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),WESX,BESS,20,0.01,12,80812,2,UPLT31->WESX3_MAIN1,False,False
SGT partial upgrade (+30% PEL),WGWB,PV,20,7.95,1769,22257,542,WGWB3_1L3->58L1323P59M,False,False
SGT partial upgrade (+30% PEL),WGWB,Wind,20,3.92,1982,50570,914,WGWB3_1L3->58L1323P59M,False,False
SGT partial upgrade (+30% PEL),WGWB,BESS,20,18.96,15324,80812,2460,WGWB3_1L3->58L1323P59M,True,True
SGT partial upgrade (+30% PEL),WHIT,PV,20,15.96,3552,22257,918,WHIT3_MAIN2A->WHIT3_MAIN2B,False,False
SGT partial upgrade (+30% PEL),WHIT,Wind,20,13.91,7033,50570,2031,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
SGT partial upgrade (+30% PEL),WHIT,BESS,20,30.45,24610,80812,2460,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
SGT partial upgrade (+30% PEL),WSTC,PV,20,5.54,1232,22257,334,HIRW3_2L5->HNDR3T,False,False
SGT partial upgrade (+30% PEL),WSTC,Wind,20,0.02,12,50570,13,HIRW3_2L5->HNDR3T,False,False
SGT partial upgrade (+30% PEL),WSTC,BESS,20,1.43,1159,80812,346,HIRW3_2L5->HNDR3T,False,False
SGT partial upgrade (+30% PEL),YNST,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),YNST,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),YNST,BESS,20,0.0,0,80812,0,None,False,False
SGT partial upgrade (+30% PEL),YNYS,PV,20,0.0,0,22257,0,None,False,False
SGT partial upgrade (+30% PEL),YNYS,Wind,20,2.31,1169,50570,268,55L7040P11->TOWE3T,False,False
SGT partial upgrade (+30% PEL),YNYS,BESS,20,0.92,743,80812,152,MAER3_2L9->MAER3_#1L5,False,False
SGT partial upgrade (+30% PEL),YSTF,PV,20,0.07,17,22257,22,LDOV3_4L5->YSTF3_5L3,False,False
SGT partial upgrade (+30% PEL),YSTF,Wind,20,0.65,330,50570,296,LDOV3_4L5->YSTF3_5L3,False,False
SGT partial upgrade (+30% PEL),YSTF,BESS,20,7.95,6425,80812,2442,LDOV3_4L5->YSTF3_5L3,True,True
SGT partial upgrade (+30% PEL),Ystradgynlais,PV,20,0.0,0,22257,0,TRAV32->YSTR1_#210,False,False
SGT partial upgrade (+30% PEL),Ystradgynlais,Wind,20,0.0,0,50570,0,None,False,False
SGT partial upgrade (+30% PEL),Ystradgynlais,BESS,20,0.0,0,80812,0,TRAV32->YSTR1_#210,False,False
NESO tightens GSP limit (-10%),ABAE,PV,20,8.73,1944,22257,640,ABAE3_1L3->LLAN3_2L5,False,False
NESO tightens GSP limit (-10%),ABAE,Wind,20,7.79,3938,50570,1428,ABAE3_1L3->LLAN3_2L5,False,True
NESO tightens GSP limit (-10%),ABAE,BESS,20,25.11,20290,80812,2460,ABAE3_1L3->LLAN3_2L5,True,True
NESO tightens GSP limit (-10%),ABDA,PV,20,0.9,201,22257,139,ABDA3_2L5->HIRW3_6L5,False,False
NESO tightens GSP limit (-10%),ABDA,Wind,20,1.37,693,50570,364,ABDA3_2L5->HIRW3_6L5,False,False
NESO tightens GSP limit (-10%),ABDA,BESS,20,10.22,8261,80812,2250,ABDA3_2L5->HIRW3_6L5,True,True
NESO tightens GSP limit (-10%),ABEC,PV,20,5.95,1325,22257,282,HIRW3_2L5->HNDR3T,False,False
NESO tightens GSP limit (-10%),ABEC,Wind,20,1.07,539,50570,302,ABEC3_2L5->TRAV3_#1L5,False,False
NESO tightens GSP limit (-10%),ABEC,BESS,20,3.69,2979,80812,1467,ABEC3_2L5->TRAV3_#1L5,False,True
NESO tightens GSP limit (-10%),ABYS,PV,20,6.44,1434,22257,568,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),ABYS,Wind,20,18.86,9535,50570,1365,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),ABYS,BESS,20,18.92,15293,80812,1722,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),ADVY,PV,20,6.43,1430,22257,565,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),ADVY,Wind,20,18.69,9453,50570,1350,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),ADVY,BESS,20,18.8,15194,80812,1708,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),ALCO,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),ALCO,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),ALCO,BESS,20,0.0,1,80812,3,GOWE1_113->GOWE3_#1T0,False,False
NESO tightens GSP limit (-10%),Ammanford,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),Ammanford,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),Ammanford,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),BISH,PV,20,31.7,7055,22257,1276,SWAW3_#10L5->52L6001P11,False,True
NESO tightens GSP limit (-10%),BISH,Wind,20,21.8,11025,50570,2642,SWAW3_#10L5->52L6001P11,True,True
NESO tightens GSP limit (-10%),BISH,BESS,20,35.47,28666,80812,2682,SWAW3_#10L5->52L6001P11,True,True
NESO tightens GSP limit (-10%),BLAP,PV,20,16.74,3726,22257,670,LLAN3_1L5->BLAP3_3L5,False,False
NESO tightens GSP limit (-10%),BLAP,Wind,20,1.64,830,50570,304,LLAN3_1L5->BLAP3_3L5,False,False
NESO tightens GSP limit (-10%),BLAP,BESS,20,8.61,6962,80812,2226,CARG3_2L3->58L5303P19,True,True
NESO tightens GSP limit (-10%),BRID,PV,20,18.77,4178,22257,789,BRID3_2L9->BRID3_2L5,False,False
NESO tightens GSP limit (-10%),BRID,Wind,20,3.64,1840,50570,748,LWND3T->58L5303P19,False,False
NESO tightens GSP limit (-10%),BRID,BESS,20,16.27,13146,80812,2540,LWND3T->58L5303P19,True,True
NESO tightens GSP limit (-10%),BWST,PV,20,6.47,1440,22257,570,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),BWST,Wind,20,18.4,9303,50570,1328,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),BWST,BESS,20,18.89,15262,80812,1708,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),Briton Ferry,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),Briton Ferry,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),Briton Ferry,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),CARG,PV,20,20.34,4526,22257,900,LWND3T->58L5303P19,False,False
NESO tightens GSP limit (-10%),CARG,Wind,20,7.91,3998,50570,1386,LWND3T->58L5303P19,False,True
NESO tightens GSP limit (-10%),CARG,BESS,20,24.92,20139,80812,2534,LWND3T->58L5303P19,True,True
NESO tightens GSP limit (-10%),CLAS,PV,20,32.85,7310,22257,2180,CLAS3_#2L5->SWAN3_10L5,True,True
NESO tightens GSP limit (-10%),CLAS,Wind,20,52.7,26653,50570,3766,CLAS3_#2L5->SWAN3_10L5,True,True
NESO tightens GSP limit (-10%),CLAS,BESS,20,55.21,44619,80812,4722,CLAS3_#2L5->SWAN3_10L5,True,True
NESO tightens GSP limit (-10%),COMS,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),COMS,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),COMS,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),CRHA,PV,20,2.7,602,22257,290,CRHA3_#2L5->AMMA3_9L5,False,False
NESO tightens GSP limit (-10%),CRHA,Wind,20,1.23,620,50570,380,CRHA3_#2L5->AMMA3_9L5,False,False
NESO tightens GSP limit (-10%),CRHA,BESS,20,11.58,9355,80812,2458,CRHA3_#2L5->AMMA3_9L5,True,True
NESO tightens GSP limit (-10%),CWFR,PV,20,13.08,2911,22257,1384,WGWB3_1L3->58L1323P59M,False,True
NESO tightens GSP limit (-10%),CWFR,Wind,20,32.15,16256,50570,2653,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),CWFR,BESS,20,40.51,32739,80812,4240,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),Carmarthen,PV,20,2.46,548,22257,412,WGWB3_1L3->58L1323P59M,False,False
NESO tightens GSP limit (-10%),Carmarthen,Wind,20,21.38,10814,50570,1562,WGWB3_1L3->58L1323P59M,False,True
NESO tightens GSP limit (-10%),Carmarthen,BESS,20,24.26,19605,80812,2151,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),FOSL,PV,20,26.6,5919,22257,1010,FOSL3T->NEWL3_3L5,False,True
NESO tightens GSP limit (-10%),FOSL,Wind,20,7.41,3746,50570,1342,FOSL3T->NEWL3_3L5,False,True
NESO tightens GSP limit (-10%),FOSL,BESS,20,23.61,19080,80812,2686,FOSL3T->NEWL3_3L5,True,True
NESO tightens GSP limit (-10%),FRBN,PV,20,6.43,1431,22257,566,ABYS1_213->ABYS3_2T0,False,False
NESO tightens GSP limit (-10%),FRBN,Wind,20,18.71,9463,50570,1355,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),FRBN,BESS,20,18.83,15215,80812,1710,ABYS1_213->ABYS3_2T0,False,True
NESO tightens GSP limit (-10%),GARN,PV,20,23.81,5299,22257,1206,CLAS3_#2L5->SWAN3_10L5,False,True
NESO tightens GSP limit (-10%),GARN,Wind,20,35.44,17923,50570,2276,CLAS3_#2L5->SWAN3_10L5,True,True
NESO tightens GSP limit (-10%),GARN,BESS,20,27.76,22435,80812,2342,CLAS3_#2L5->SWAN3_10L5,True,True
NESO tightens GSP limit (-10%),GWAU,PV,20,64.39,14331,22257,3556,GWAU3_#1H0->GWAU5_1T0,True,True
NESO tightens GSP limit (-10%),GWAU,Wind,20,64.79,32765,50570,5123,GWAU3_#1H0->GWAU5_1T0,True,True
NESO tightens GSP limit (-10%),GWAU,BESS,20,68.35,55236,80812,6168,GWAU3_#1H0->GWAU5_1T0,True,True
NESO tightens GSP limit (-10%),Gowerton East,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),Gowerton East,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),Gowerton East,BESS,20,0.0,1,80812,3,GOWE1_113->GOWE3_#1T0,False,False
NESO tightens GSP limit (-10%),HEND,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),HEND,Wind,20,0.02,8,50570,6,HEND3_1H3->HEND5_1T0,False,False
NESO tightens GSP limit (-10%),HEND,BESS,20,0.53,426,80812,224,HEND3_1H3->HEND5_1T0,False,False
NESO tightens GSP limit (-10%),HOPK,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),HOPK,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),HOPK,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),Hirwaun,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),Hirwaun,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),Hirwaun,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),INCS,PV,20,60.8,13533,22257,1202,52L6067P19->TYNY3T,False,True
NESO tightens GSP limit (-10%),INCS,Wind,20,19.63,9926,50570,2490,INCS3_1H3->INCS5_1T0,True,True
NESO tightens GSP limit (-10%),INCS,BESS,20,32.43,26208,80812,3458,TSNC3->INCS3_MAIN1,True,True
NESO tightens GSP limit (-10%),JERM,PV,20,0.0,0,22257,0,None,False,False
NESO tightens GSP limit (-10%),JERM,Wind,20,0.0,0,50570,0,None,False,False
NESO tightens GSP limit (-10%),JERM,BESS,20,0.0,0,80812,0,None,False,False
NESO tightens GSP limit (-10%),KIDW,PV,20,21.68,4824,22257,858,FOSL3T->NEWL3_3L5,False,False
NESO tightens GSP limit (-10%),KIDW,Wind,20,3.22,1626,50570,708,FOSL3T->NEWL3_3L5,False,False
NESO tightens GSP limit (-10%),KIDW,BESS,20,16.31,13183,80812,2570,W38_3S->NEWL3_1L3,True,True
NESO tightens GSP limit (-10%),LBRI,PV,20,37.08,8252,22257,1801,YSTF3_#3L5->YSTF3_#4L5,False,True
NESO tightens GSP limit (-10%),LBRI,Wind,20,47.76,24151,50570,4088,YSTF3_#3L5->YSTF3_#4L5,True,True
NESO tightens GSP limit (-10%),LBRI,BESS,20,51.18,41363,80812,5271,YSTF3_#3L5->YSTF3_#4L5,True,True
NESO tightens GSP limit (-10%),LDEI,PV,20,10.79,2401,22257,618,LDEI3_4L5->NANG3_#2L5,False,False
NESO tightens GSP limit (-10%),LDEI,Wind,20,6.83,3455,50570,1055,LDEI3_2L5->AMMA3_5L5,False,True
NESO tightens GSP limit (-10%),LDEI,BESS,20,19.66,15892,80812,2460,LDEI3_2L5->AMMA3_5L5,True,True
NESO tightens GSP limit (-10%),LDOV,PV,20,4.83,1074,22257,384,PONA3_1L3->LDOV3_2L5,False,False
NESO tightens GSP limit (-10%),LDOV,Wind,20,6.54,3307,50570,966,LDOV3_1L5->LGAD3_1L3,False,False
NESO tightens GSP limit (-10%),LDOV,BESS,20,17.87,14442,80812,2515,PONA3_1L3->LDOV3_2L5,True,True
NESO tightens GSP limit (-10%),LFYR,PV,20,10.79,2401,22257,962,CARM3_5L5->STCL3_MAIN2,False,False
NESO tightens GSP limit (-10%),LFYR,Wind,20,30.4,15371,50570,2411,WGWB3_1L3->58L1323P59M,True,True
NESO tightens GSP limit (-10%),LFYR,BESS,20,33.26,26881,80812,3218,WGWB3_1L3->58L1323P59M,True,True
